0	0.0012207	
-0.000610352	-0.000305176	
-0.000610352	0.0012207	
-0.00183105	0.000610352	
-0.00213623	-0.00152588	
-0.00244141	-0.000610352	
-0.00274658	0	
-0.00244141	-0.00183105	
-0.0012207	-0.0012207	
-0.00152588	-0.000305176	
-0.00152588	0	
-0.0012207	0.000610352	
-0.000915527	0.000915527	
-0.0012207	0.000610352	
-0.000915527	-0.000915527	
-0.000305176	-0.000305176	
-0.000305176	0.000610352	
-0.000305176	0	
0.000305176	-0.000610352	
0.000915527	0	
0.000915527	-0.000305176	
0.00152588	0.000305176	
0.000915527	-0.000305176	
0	-0.000610352	
-0.000610352	0.000915527	
0.000305176	-0.000610352	
-0.000915527	-0.000610352	
-0.000305176	-0.000305176	
-0.000305176	0	
-0.000610352	-0.000610352	
0	-0.00152588	
0.000610352	-0.00244141	
0.000915527	-0.00244141	
0	-0.00213623	
0.000305176	-0.000915527	
0.000915527	-0.00183105	
0.00152588	-0.00274658	
0.000610352	-0.00244141	
0.000305176	-0.00274658	
0	-0.00183105	
0.000305176	-0.00274658	
-0.0012207	-0.00183105	
-0.000610352	-0.00152588	
-0.000915527	-0.00152588	
-0.0012207	-0.0012207	
-0.00152588	-0.00213623	
-0.000915527	-0.0012207	
-0.0012207	-0.00274658	
-0.00183105	-0.00244141	
-0.0012207	-0.00152588	
-0.000305176	-0.00244141	
0	-0.00213623	
0.0012207	-0.00213623	
0.00183105	-0.00213623	
0.00213623	-0.00427246	
0.00213623	-0.00366211	
0.000915527	-0.00396729	
0.00213623	-0.00457764	
0.00152588	-0.00518799	
0.00213623	-0.00366211	
0.00396729	-0.00274658	
0.00610352	-0.00335693	
0.00396729	-0.00457764	
0.0012207	-0.00396729	
0	-0.00366211	
-0.00152588	-0.00335693	
-0.00213623	-0.00366211	
-0.00305176	-0.00244141	
-0.00274658	-0.00305176	
-0.00274658	-0.00305176	
-0.00427246	-0.00305176	
-0.00305176	-0.00274658	
-0.00152588	-0.00183105	
-0.0012207	-0.000305176	
-0.00274658	-0.000610352	
-0.00335693	0.000305176	
-0.00274658	0.000305176	
-0.00366211	0.000915527	
-0.00244141	-0.000915527	
-0.00305176	0.0012207	
-0.00183105	0.0012207	
-0.00335693	0.0012207	
-0.00213623	0.00152588	
-0.000610352	0.000305176	
-0.000915527	0.000305176	
-0.00152588	0.0012207	
-0.00183105	0.000305176	
-0.00152588	0.000915527	
-0.000915527	0.00152588	
-0.0012207	0.00152588	
-0.00213623	0.00152588	
-0.000915527	0.00152588	
-0.000915527	0.00183105	
-0.000915527	0.00183105	
-0.000305176	0.00244141	
-0.000915527	0.000610352	
-0.00152588	0.000305176	
-0.000610352	0.000610352	
0	0.00213623	
-0.000305176	0.00244141	
0.000915527	0.00274658	
0.000305176	0.00213623	
0.00213623	0.00213623	
0.00213623	0.0012207	
0.0012207	0.000610352	
0.0012207	-0.000610352	
0.000610352	0.0012207	
-0.000915527	0	
0.000305176	0.000610352	
-0.000610352	0.000305176	
-0.000915527	-0.000305176	
-0.0012207	0	
-0.00213623	0.000305176	
-0.000915527	0	
0.000305176	0.000305176	
0.000915527	0.000915527	
0.000305176	0.0012207	
-0.000305176	0.0012207	
0	0.0012207	
-0.0012207	0.0012207	
-0.000610352	0.00152588	
-0.0012207	0.00152588	
-0.00183105	0.000610352	
-0.00152588	-0.000305176	
-0.000305176	-0.000305176	
-0.000305176	-0.000305176	
0.000915527	-0.000610352	
0.00213623	0	
0.00335693	-0.000305176	
0.00213623	-0.00183105	
0.000305176	-0.000915527	
0.000610352	-0.0012207	
0.000915527	-0.00183105	
0.000305176	-0.00183105	
0	-0.00152588	
0.000610352	-0.000915527	
0.000915527	-0.000610352	
0.000305176	-0.00152588	
0.000610352	-0.0012207	
-0.000915527	-0.000610352	
-0.00183105	-0.000915527	
-0.00244141	-0.000305176	
-0.00427246	0.000305176	
-0.00457764	-0.000915527	
-0.00396729	-0.000610352	
-0.00244141	-0.00213623	
-0.000915527	0.000305176	
-0.000915527	0.00213623	
-0.000915527	0.000610352	
-0.0012207	0.00183105	
-0.00305176	0.00152588	
-0.00366211	0.000305176	
-0.00457764	-0.000305176	
-0.00427246	-0.0012207	
-0.00305176	-0.000305176	
-0.00183105	-0.00152588	
-0.000610352	-0.000610352	
0.000610352	0.000610352	
0.0012207	0.00152588	
0.00305176	0.000610352	
0.00305176	0.0012207	
0.00305176	0.00152588	
0.00366211	-0.000305176	
0.00396729	-0.000305176	
0.00366211	-0.000915527	
0.00305176	-0.000915527	
0.00305176	-0.0012207	
0.00335693	-0.000305176	
0.00427246	0	
0.00579834	-0.000610352	
0.00518799	-0.0012207	
0.00427246	-0.00152588	
0.00396729	-0.000610352	
0.00305176	-0.00213623	
0.0012207	-0.00213623	
0.0012207	-0.000915527	
0.0012207	-0.00213623	
0.000610352	-0.00244141	
0	-0.00244141	
0.000610352	-0.00152588	
-0.000610352	-0.00152588	
-0.00152588	-0.00213623	
-0.0012207	-0.00244141	
-0.00274658	-0.00183105	
-0.00366211	-0.00152588	
-0.00640869	-0.00274658	
-0.00823975	-0.00183105	
-0.00793457	-0.00213623	
-0.00854492	-0.00213623	
-0.00946045	-0.00274658	
-0.0100708	-0.00274658	
-0.0088501	-0.00244141	
-0.00854492	-0.00244141	
-0.00854492	-0.00305176	
-0.00671387	-0.00244141	
-0.00518799	-0.00213623	
-0.00488281	-0.00244141	
-0.00305176	-0.00244141	
-0.00305176	-0.00305176	
-0.0012207	-0.00213623	
-0.000305176	-0.00183105	
-0.0012207	-0.00152588	
0	-0.000305176	
0.000610352	-0.000915527	
0.00183105	-0.0012207	
0.00305176	-0.0012207	
0.00396729	-0.00213623	
0.00457764	-0.00152588	
0.00549316	-0.00244141	
0.00854492	-0.00213623	
0.00823975	-0.00152588	
0.0088501	-0.000915527	
0.0109863	-0.000305176	
0.0109863	-0.000610352	
0.0106812	-0.000915527	
0.0109863	-0.00213623	
0.012207	-0.000915527	
0.0088501	-0.000610352	
0.00671387	-0.00152588	
0.00427246	-0.00183105	
0.00274658	-0.0012207	
0.000305176	-0.00152588	
0.000305176	-0.000915527	
-0.00152588	-0.00152588	
-0.00305176	-0.0012207	
-0.00366211	-0.00183105	
-0.00549316	-0.00183105	
-0.00640869	-0.000915527	
-0.00701904	-0.000610352	
-0.00762939	-0.000915527	
-0.00732422	-0.000915527	
-0.00701904	-0.000915527	
-0.00640869	-0.000610352	
-0.00671387	-0.000610352	
-0.00732422	-0.000915527	
-0.00610352	-0.000610352	
-0.00549316	-0.000915527	
-0.00488281	-0.0012207	
-0.00488281	-0.00152588	
-0.00427246	-0.00213623	
-0.00305176	-0.000305176	
-0.00366211	-0.00244141	
-0.00305176	-0.000915527	
-0.00335693	-0.000305176	
-0.00366211	-0.0012207	
-0.00274658	-0.00183105	
-0.00183105	-0.00213623	
-0.000915527	-0.00152588	
-0.00152588	-0.000305176	
-0.0012207	-0.000915527	
-0.0012207	-0.0012207	
-0.000610352	-0.000915527	
-0.00183105	-0.00183105	
-0.000610352	-0.000915527	
-0.000610352	-0.000915527	
0	-0.000915527	
0.000610352	-0.00183105	
0.0012207	-0.000305176	
0.00152588	-0.000915527	
0.0012207	0.000305176	
0.00244141	-0.000610352	
0.00244141	-0.000610352	
0.00152588	-0.00152588	
0.0012207	-0.0012207	
0.00152588	-0.000610352	
0.00152588	-0.0012207	
0.0012207	-0.00244141	
0.00152588	-0.0012207	
0.00213623	-0.00183105	
0.00183105	-0.00152588	
0.000610352	-0.0012207	
0.0012207	-0.00244141	
0.000610352	-0.00335693	
0	-0.00305176	
-0.000610352	-0.00305176	
-0.000305176	-0.00244141	
-0.000305176	-0.00244141	
0	-0.0012207	
-0.0012207	-0.00152588	
0	-0.000915527	
0	-0.000610352	
-0.000610352	-0.000610352	
0.000610352	-0.000305176	
0.000915527	-0.000915527	
-0.000610352	-0.000610352	
-0.0012207	-0.000915527	
-0.000915527	-0.000610352	
-0.0012207	-0.000305176	
-0.000305176	0	
0	0	
0	-0.0012207	
-0.000610352	-0.00213623	
-0.000915527	-0.00152588	
-0.00152588	-0.000915527	
-0.00152588	0	
-0.000915527	0	
-0.00183105	-0.0012207	
-0.00244141	-0.000915527	
-0.00183105	-0.000915527	
-0.00213623	-0.00152588	
-0.00152588	-0.00183105	
-0.00213623	-0.0012207	
-0.00183105	-0.000610352	
-0.000915527	-0.000610352	
-0.000915527	-0.000610352	
-0.0012207	0	
-0.000915527	0.000305176	
-0.00183105	0	
-0.0012207	-0.000915527	
-0.000610352	-0.000305176	
0.000305176	0	
-0.0012207	0.000305176	
-0.00152588	0.000610352	
-0.000915527	0	
0.000610352	-0.000915527	
0.000610352	-0.000305176	
0.000305176	0.000610352	
0	-0.000610352	
-0.000305176	-0.000305176	
-0.00183105	-0.00213623	
-0.0012207	-0.00183105	
-0.0012207	-0.00213623	
-0.00152588	-0.000305176	
-0.0012207	0	
0.000915527	-0.000305176	
0	-0.00274658	
-0.000610352	-0.00335693	
-0.000915527	-0.00244141	
0	-0.0012207	
0.000610352	-0.000915527	
0.000305176	-0.000915527	
0.00213623	-0.0012207	
0.00335693	-0.000610352	
0.00152588	0.000305176	
-0.000610352	0.000305176	
0.000610352	0.000305176	
-0.000915527	-0.000915527	
-0.0012207	-0.00152588	
-0.00152588	-0.000915527	
-0.00183105	-0.00183105	
-0.00183105	-0.00244141	
-0.00213623	-0.00183105	
-0.00183105	-0.00152588	
0.000915527	-0.0012207	
0.000610352	-0.000610352	
0.000305176	0.000915527	
0.0012207	0.000305176	
0.00152588	0.000915527	
-0.000305176	0.00152588	
-0.000305176	0.0012207	
-0.000610352	0.000915527	
-0.00152588	0.000915527	
-0.00366211	-0.000610352	
-0.00396729	0.000610352	
-0.00305176	0.000915527	
-0.00366211	0	
-0.00274658	0.000305176	
-0.00213623	0	
-0.00183105	0.0012207	
-0.00244141	0.00152588	
-0.00244141	0.00244141	
-0.00244141	0.0012207	
-0.000915527	0.000305176	
-0.000610352	0.000915527	
0.00244141	0.000610352	
0.00396729	0.000610352	
0.00427246	0.000610352	
0.00213623	0.000915527	
0.00274658	0.000305176	
0.00366211	0.000610352	
0.00488281	0.000305176	
0.00579834	0.0012207	
0.00671387	0.000915527	
0.00640869	0.00244141	
0.00457764	0.00244141	
0.00244141	0.00244141	
0.0012207	0.00183105	
-0.00152588	0.00183105	
-0.00244141	0.00183105	
-0.00183105	0.00366211	
-0.00244141	0.00213623	
-0.00305176	0.00244141	
-0.00427246	0.000305176	
-0.00366211	0.0012207	
-0.00305176	0	
-0.00366211	0.000915527	
-0.00366211	0.00213623	
-0.00274658	0.00305176	
-0.00305176	0.00213623	
-0.00244141	0.000610352	
-0.00213623	0.00213623	
-0.000915527	0.00305176	
-0.000915527	0.00244141	
-0.00183105	0.00244141	
-0.000915527	0.00213623	
0.000305176	0.00213623	
-0.0012207	0.00152588	
-0.000610352	0.00213623	
-0.000915527	0.00183105	
-0.00183105	0.0012207	
-0.00183105	0.0012207	
-0.00305176	0.000305176	
-0.00244141	0.000305176	
-0.00213623	0.000305176	
-0.00213623	-0.000915527	
-0.00244141	0	
-0.000915527	0.000610352	
0.000305176	0.000305176	
0	-0.000610352	
-0.000610352	-0.000915527	
0.000305176	-0.00152588	
0.000915527	-0.0012207	
0.00244141	-0.0012207	
0.00274658	-0.000915527	
0.00305176	-0.00152588	
0.00366211	-0.0012207	
0.00335693	-0.0012207	
0.00244141	-0.00183105	
0.000915527	-0.00152588	
0.000915527	0.000305176	
0.000915527	0.000305176	
0.000305176	0	
0.000610352	-0.0012207	
-0.000610352	-0.00152588	
0.000915527	0	
0.00152588	0	
0.00183105	0.000305176	
0.000915527	0.000305176	
0.000305176	0.000305176	
-0.000915527	-0.0012207	
-0.00274658	-0.00152588	
-0.00244141	-0.0012207	
-0.00305176	-0.00152588	
-0.00305176	-0.0012207	
-0.00183105	-0.000610352	
-0.0012207	0.000305176	
-0.00152588	-0.000610352	
-0.00183105	0	
-0.000915527	-0.000305176	
-0.0012207	0.000610352	
-0.00244141	0	
-0.00305176	-0.000610352	
-0.00335693	-0.000915527	
-0.00244141	-0.0012207	
-0.00335693	-0.000915527	
-0.00335693	-0.0012207	
-0.00274658	-0.000610352	
-0.00213623	0.000305176	
-0.000915527	-0.000305176	
0.00183105	0	
0.00274658	0.00152588	
0.00518799	0.000305176	
0.00213623	0.000305176	
-0.000610352	0	
-0.00183105	0.000305176	
-0.00183105	0	
-0.00183105	0	
-0.000305176	0.0012207	
0	0.000305176	
0.000610352	0.0012207	
0.000915527	0.0012207	
0	0.000915527	
0	0.000610352	
-0.000305176	0.00213623	
0.000915527	0.00152588	
-0.000915527	-0.000305176	
-0.00305176	-0.0012207	
-0.00244141	-0.0012207	
-0.00183105	-0.0012207	
-0.00213623	-0.000610352	
-0.0012207	-0.0012207	
0	-0.0012207	
0.0012207	-0.000915527	
0.00366211	-0.000610352	
0.00305176	-0.000305176	
0.00305176	-0.000305176	
0.00213623	-0.0012207	
0.00244141	0.000305176	
0.00213623	-0.000915527	
0.000915527	-0.000305176	
0.000305176	-0.00152588	
-0.000610352	-0.00183105	
0	-0.00152588	
0	-0.00244141	
-0.000610352	-0.000610352	
-0.0012207	-0.00152588	
-0.000915527	-0.000610352	
0	-0.0012207	
-0.000610352	-0.000915527	
-0.0012207	-0.00213623	
0	0	
-0.000610352	0	
-0.000305176	-0.0012207	
-0.000915527	0	
-0.0012207	-0.000915527	
-0.00244141	-0.00152588	
-0.00274658	-0.00213623	
-0.00305176	-0.00183105	
-0.00335693	-0.00152588	
-0.00335693	-0.00274658	
-0.00305176	-0.00152588	
-0.00274658	-0.00152588	
-0.00183105	-0.00183105	
-0.00183105	-0.0012207	
-0.0012207	-0.00152588	
0	-0.000915527	
-0.000305176	-0.00152588	
-0.000305176	-0.000610352	
0.0012207	0	
0.00274658	0.000610352	
0.00366211	0	
0.00396729	-0.000305176	
0.00183105	-0.000610352	
0.00335693	-0.000915527	
0.00274658	-0.000915527	
0.00274658	-0.0012207	
0.00396729	-0.0012207	
0.00396729	-0.000305176	
0.00213623	0	
0.000915527	0	
-0.000610352	-0.0012207	
0	-0.00152588	
0.0012207	0	
0.000610352	0	
0.00213623	0.000305176	
0.0012207	-0.000305176	
0.000610352	-0.0012207	
-0.000915527	-0.000610352	
-0.00274658	-0.000305176	
-0.00488281	0	
-0.00488281	-0.000915527	
-0.00488281	-0.0012207	
-0.00579834	-0.000915527	
-0.00579834	0.000305176	
-0.00579834	-0.000610352	
-0.00427246	-0.000305176	
-0.00488281	-0.000610352	
-0.00366211	-0.000610352	
-0.00335693	0.000610352	
-0.00274658	0	
-0.00274658	-0.000915527	
-0.00183105	-0.00213623	
0	-0.00152588	
0.0012207	-0.000915527	
0.000915527	0	
0.0012207	0.000610352	
0.00213623	0.000305176	
0.00183105	0	
0.00244141	0	
0.00335693	-0.000610352	
0.00274658	0	
0.00213623	-0.0012207	
0.000915527	-0.00244141	
-0.000305176	-0.00213623	
-0.000915527	-0.00244141	
-0.00213623	-0.0012207	
-0.0012207	-0.000915527	
-0.00152588	0.000305176	
-0.0012207	0.000915527	
-0.000915527	0	
-0.000610352	0	
-0.00152588	0	
-0.00183105	-0.00152588	
-0.00244141	-0.00152588	
-0.00366211	-0.000915527	
-0.00244141	-0.000915527	
-0.00213623	-0.0012207	
-0.0012207	-0.000610352	
-0.000610352	-0.000610352	
-0.000305176	-0.0012207	
0.000305176	-0.000610352	
0	-0.000305176	
0	-0.00183105	
0	-0.00183105	
-0.0012207	-0.00152588	
-0.00152588	-0.0012207	
-0.000915527	-0.000610352	
0.000305176	-0.000305176	
0	-0.000610352	
0.0012207	0.000610352	
0.00152588	-0.000305176	
0.00183105	0.0012207	
0.000305176	-0.000305176	
-0.000610352	0.000610352	
-0.000915527	0	
-0.000915527	-0.0012207	
-0.000915527	0	
0.000305176	0.000610352	
0.000305176	-0.000915527	
0.000305176	-0.000610352	
0.000610352	-0.000305176	
-0.000305176	-0.0012207	
-0.000915527	-0.00152588	
-0.00274658	-0.000305176	
-0.00366211	-0.000915527	
-0.00396729	0.000305176	
-0.00488281	-0.000305176	
-0.00549316	0.000915527	
-0.00610352	0.000610352	
-0.00579834	0.000610352	
-0.00457764	0	
-0.00396729	0.000610352	
-0.00152588	0.000915527	
-0.000305176	-0.000610352	
0.000305176	-0.000915527	
0.00152588	-0.000915527	
0.00183105	0.000305176	
0.00335693	0.000305176	
0.00427246	0	
0.00427246	0.0012207	
0.00549316	0.0012207	
0.00579834	0.000610352	
0.00640869	0.000610352	
0.00762939	0.000610352	
0.00640869	0	
0.00549316	-0.000305176	
0.00549316	0.000305176	
0.00610352	0.0012207	
0.00518799	0.0012207	
0.00396729	0.0012207	
0.00305176	0.000915527	
0.00152588	-0.000305176	
0.000305176	-0.0012207	
-0.0012207	-0.00152588	
-0.00152588	-0.000305176	
-0.00244141	-0.000305176	
-0.00213623	-0.0012207	
-0.000610352	-0.00183105	
-0.00152588	-0.0012207	
-0.00213623	-0.00183105	
-0.00335693	-0.00183105	
-0.00366211	-0.000305176	
-0.00488281	-0.000915527	
-0.00427246	0.000610352	
-0.00396729	0.000305176	
-0.00335693	0.000610352	
-0.00396729	0.000305176	
-0.00366211	-0.000305176	
-0.00488281	-0.000305176	
-0.00610352	-0.000305176	
-0.00610352	-0.000305176	
-0.00427246	0.000610352	
-0.00396729	0.0012207	
-0.00213623	0.000915527	
-0.000610352	0.0012207	
0.000305176	0.000610352	
0.000915527	0.000915527	
0	0.000915527	
-0.000610352	0.0012207	
-0.000305176	0.000610352	
-0.00152588	0.00152588	
0.000305176	0.00213623	
-0.000610352	0.00183105	
-0.00152588	0.00152588	
-0.00244141	0.000610352	
-0.0012207	0.000305176	
-0.000915527	0.000305176	
-0.000610352	0.000915527	
-0.000915527	0	
-0.00152588	0.000610352	
-0.00152588	-0.000610352	
-0.00183105	-0.000305176	
-0.00152588	0	
-0.00183105	0	
-0.000305176	0.000305176	
0.0012207	0.0012207	
0.00244141	0.000610352	
0.00305176	0.000305176	
0.00152588	0	
0.00213623	0.000305176	
0.00183105	0.000305176	
0.00213623	-0.000305176	
0.00274658	-0.000305176	
0.000610352	-0.000305176	
-0.000610352	0.000610352	
-0.00183105	-0.000610352	
-0.00183105	-0.000305176	
-0.00152588	0	
-0.000305176	0.00183105	
0	0.00183105	
-0.000610352	0.00183105	
-0.000305176	0.00152588	
0	0	
-0.000610352	-0.000305176	
-0.000915527	0	
-0.00213623	0.000305176	
-0.000915527	0.000305176	
-0.000610352	0.000610352	
-0.000915527	-0.000305176	
0	-0.000305176	
-0.000915527	-0.000915527	
-0.00183105	0	
-0.00152588	-0.000305176	
-0.000915527	0	
0.000610352	0.000915527	
0	0.0012207	
0	-0.000305176	
-0.000610352	0.000915527	
-0.000305176	0.000915527	
-0.000305176	0	
-0.0012207	-0.000305176	
-0.0012207	-0.00152588	
-0.000305176	-0.000915527	
0	0.000305176	
-0.000610352	0.000915527	
-0.0012207	0.000915527	
-0.000610352	0.000915527	
-0.00183105	0.000610352	
-0.0012207	0.000915527	
-0.000915527	0.0012207	
0	0.00152588	
-0.000915527	0.00183105	
-0.000305176	0.00152588	
0.000305176	0.00152588	
0	0.00183105	
-0.000305176	0.00213623	
-0.000305176	0.00244141	
-0.000305176	0.00244141	
-0.000915527	0.000915527	
-0.00152588	0.0012207	
-0.00152588	0.00152588	
0.000305176	0.0012207	
0.0012207	0.00152588	
0.000915527	0.000305176	
0.000610352	0.000610352	
0.000305176	-0.000915527	
0.000610352	0	
0	0	
-0.000610352	0.000610352	
-0.000915527	0.000305176	
-0.000610352	0.000305176	
0.000305176	0	
-0.000305176	0.000305176	
-0.000610352	0.000610352	
-0.0012207	0.000610352	
-0.000915527	0	
-0.000915527	0	
0.000305176	-0.00152588	
-0.000915527	0.000610352	
0.000305176	-0.000610352	
-0.0012207	-0.0012207	
-0.000915527	-0.00152588	
-0.000610352	0	
-0.000915527	-0.00152588	
-0.00244141	-0.00183105	
-0.00213623	-0.00213623	
-0.000915527	-0.00152588	
-0.000610352	-0.0012207	
0.000610352	-0.0012207	
0.00274658	0	
0.00274658	0.000305176	
0.00305176	0	
0.00305176	0.000610352	
0.00305176	-0.000305176	
0.00152588	-0.000305176	
0.000915527	0	
-0.000915527	-0.0012207	
-0.0012207	-0.00244141	
-0.00244141	-0.00305176	
-0.00335693	-0.00244141	
-0.00274658	-0.00213623	
-0.00274658	-0.00183105	
-0.00305176	-0.00244141	
-0.00244141	-0.00305176	
-0.00244141	-0.00183105	
-0.00274658	-0.00183105	
-0.00213623	-0.00152588	
-0.00183105	-0.00183105	
-0.00183105	-0.00183105	
-0.00213623	-0.000915527	
-0.00183105	-0.000610352	
-0.000915527	-0.000610352	
-0.000610352	-0.000915527	
0.000305176	-0.000915527	
-0.0012207	-0.000610352	
-0.000915527	-0.000610352	
-0.0012207	-0.000915527	
-0.000610352	-0.00152588	
-0.000610352	-0.000915527	
0.000305176	-0.000610352	
-0.0012207	-0.000610352	
-0.000915527	-0.000610352	
0.000305176	-0.000610352	
0.00152588	0.000305176	
0.00335693	0.000305176	
0.00213623	0.00152588	
0.00213623	0.000610352	
0.000305176	0.000915527	
0.000915527	0.000915527	
0.00183105	0.000915527	
0.00213623	0.00152588	
0.00335693	0.000305176	
0.00305176	0.000915527	
0.00152588	0.000305176	
0.000305176	-0.000610352	
-0.00152588	-0.0012207	
-0.00213623	-0.0012207	
-0.00305176	-0.00152588	
-0.00274658	-0.000915527	
-0.00366211	-0.0012207	
-0.00305176	-0.000915527	
-0.00244141	-0.000305176	
-0.00183105	0	
-0.00183105	0.000305176	
-0.00335693	0.000915527	
-0.00274658	0.000610352	
-0.00244141	0.000305176	
-0.00396729	-0.000915527	
-0.00274658	0	
-0.00244141	-0.000305176	
-0.0012207	0	
-0.00244141	-0.000305176	
-0.00183105	-0.0012207	
0.000915527	-0.00152588	
0.000610352	-0.00274658	
0	-0.0012207	
0.0012207	-0.00244141	
0.00244141	-0.00152588	
0.0012207	-0.00183105	
0.00183105	-0.0012207	
0.00213623	-0.000305176	
0.0012207	-0.0012207	
0.00305176	-0.00244141	
0.00152588	-0.00274658	
0.00183105	-0.00183105	
0.000915527	-0.00274658	
-0.000915527	-0.00183105	
-0.0012207	-0.0012207	
-0.00335693	-0.00244141	
-0.00457764	-0.00213623	
-0.00427246	-0.00152588	
-0.00335693	-0.00183105	
-0.00213623	-0.00213623	
-0.000610352	-0.0012207	
0.000305176	-0.00183105	
0.00152588	-0.000305176	
0.000610352	-0.000305176	
0.000305176	-0.000610352	
0.0012207	-0.000915527	
0.00152588	-0.000915527	
0.000610352	-0.00244141	
0	-0.0012207	
0.000915527	-0.00274658	
0.00244141	-0.00274658	
0.00152588	-0.00152588	
-0.000305176	-0.0012207	
-0.0012207	-0.0012207	
-0.00274658	0	
-0.00274658	-0.000610352	
-0.00274658	0	
-0.00305176	-0.000610352	
-0.00335693	0.000305176	
-0.00305176	-0.000305176	
-0.00152588	-0.000305176	
-0.0012207	0.000305176	
-0.0012207	0	
-0.000915527	-0.0012207	
0.000305176	-0.000305176	
0.00183105	-0.000915527	
0.00335693	-0.000610352	
0.00488281	-0.000915527	
0.00335693	-0.000915527	
0.000305176	-0.000610352	
-0.00152588	-0.000915527	
-0.00183105	-0.0012207	
-0.00183105	-0.0012207	
-0.000610352	-0.0012207	
0.000305176	-0.00213623	
0.00183105	-0.00274658	
0.00274658	-0.000610352	
0.00274658	-0.00183105	
0.00183105	-0.000915527	
0.000610352	-0.000305176	
-0.000305176	-0.00213623	
-0.00152588	-0.00183105	
-0.00183105	-0.0012207	
-0.00183105	-0.00152588	
-0.00274658	-0.000915527	
-0.00305176	-0.0012207	
-0.0012207	-0.000305176	
-0.00366211	-0.00152588	
-0.00305176	-0.00213623	
